1580346120,50.2723,18.6709,0
1580346170,50.2734,18.6764,250
1580346220,50.2747,18.6842,500
1580346270,50.276,18.6947,750
1580346320,50.2768,18.7066,1000
1580346370,50.277,18.7193,1250
1580346420,50.2766,18.7323,1500
1580346470,50.2759,18.7453,1750
1580346520,50.2752,18.7582,2000
1580346570,50.2747,18.7713,2250
1580346620,50.2745,18.7847,2500
1580346670,50.2745,18.7986,2750
1580346720,50.2748,18.813,3000
1580346770,50.2755,18.828,3250
1580346820,50.2764,18.8434,3500
1580346870,50.2777,18.8591,3750
1580346920,50.2794,18.875,4000
1580346970,50.2815,18.8911,4250
1580347020,50.2838,18.9074,4500
1580347070,50.2864,18.924,4750
1580347120,50.2892,18.9412,5000
1580347170,50.2922,18.9589,5250
1580347220,50.2954,18.9771,5500
1580347270,50.2987,18.9955,5750
1580347320,50.302,19.0142,6000
1580347370,50.3054,19.033,6250
1580347420,50.3089,19.0521,6500
1580347470,50.3127,19.0718,6750
1580347520,50.3165,19.092,7000
1580347570,50.3204,19.1131,7250
1580347620,50.3243,19.1351,7500
1580347670,50.328,19.1582,7750
1580347720,50.3312,19.1818,8000
1580347770,50.3339,19.2059,8250
1580347820,50.336,19.2297,8500
1580347870,50.3375,19.253,8750
1580347920,50.3388,19.2759,9000
1580347970,50.3398,19.2985,9250
1580348020,50.3407,19.3209,9500
1580348070,50.3414,19.3432,9750
1580348120,50.3421,19.3653,10000
1580348170,50.3428,19.3873,10250
1580348220,50.3434,19.4092,10500
1580348270,50.3439,19.4311,10750
1580348320,50.3443,19.4529,11000
1580348370,50.3447,19.4748,11250
1580348420,50.3449,19.4966,11500
1580348470,50.345,19.5187,11750
1580348520,50.3448,19.5408,12000
1580348570,50.3445,19.5632,12250
1580348620,50.344,19.5858,12500
1580348670,50.3433,19.6087,12750
1580348720,50.3423,19.6318,13000
1580348770,50.3411,19.6553,13250
1580348820,50.3397,19.6793,13500
1580348870,50.3379,19.7037,13750
1580348920,50.3358,19.7286,14000
1580348970,50.3334,19.7541,14250
1580349020,50.3307,19.7798,14500
1580349070,50.3277,19.8057,14750
1580349120,50.3245,19.8317,15000
1580349170,50.3209,19.8579,15250
1580349220,50.3171,19.8843,15500
1580349270,50.313,19.9107,15750
1580349320,50.309,19.9369,16000
1580349370,50.3052,19.9629,16250
1580349420,50.3015,19.9887,16500
1580349470,50.298,20.0141,16750
1580349520,50.2947,20.0394,17000
1580349570,50.2916,20.0643,17250
1580349620,50.2887,20.0891,17500
1580349670,50.286,20.1136,17750
1580349720,50.2836,20.138,18000
1580349770,50.2812,20.163,18250
1580349820,50.279,20.1886,18500
1580349870,50.2768,20.2148,18750
1580349920,50.2748,20.2417,19000
1580349970,50.2728,20.2692,19250
1580350020,50.2709,20.2974,19500
1580350070,50.2691,20.3263,19750
1580350120,50.2673,20.3558,20000
1580350170,50.2653,20.3861,20250
1580350220,50.2631,20.4169,20500
1580350270,50.2605,20.4484,20750
1580350320,50.2576,20.4804,21000
1580350370,50.2544,20.513,21250
1580350420,50.2509,20.5462,21500
1580350470,50.2471,20.5799,21750
1580350520,50.243,20.6142,22000
1580350570,50.2386,20.649,22250
1580350620,50.2339,20.6843,22500
1580350670,50.229,20.7201,22750
1580350720,50.2238,20.7565,23000
1580350770,50.2184,20.7933,23250
1580350820,50.2132,20.8305,23500
1580350870,50.2081,20.8681,23750
1580350920,50.2031,20.9061,24000
1580350970,50.1983,20.9445,24250
1580351020,50.1936,20.9833,24500
1580351070,50.1891,21.0224,24750
1580351120,50.1849,21.0617,25000
1580351170,50.1808,21.1012,25250
1580351220,50.1771,21.1408,25500
1580351270,50.1737,21.1805,25750
1580351320,50.1705,21.2204,26000
1580351370,50.1677,21.2604,26250
1580351420,50.1651,21.3007,26500
1580351470,50.1628,21.3412,26750
1580351520,50.1606,21.382,27000
1580351570,50.1586,21.4231,27250
1580351620,50.1568,21.4645,27500
1580351670,50.1551,21.5063,27750
1580351720,50.1535,21.5486,28000
1580351770,50.1518,21.5915,28250
1580351820,50.1502,21.6351,28500
1580351870,50.1485,21.6795,28750
1580351920,50.1467,21.7246,29000
1580351970,50.1447,21.7707,29250
1580352020,50.1425,21.8177,29500
1580352070,50.1401,21.8657,29750
1580352120,50.1373,21.9147,30000
1580352170,50.1348,21.9614,28066.9
1580352220,50.1333,22.0023,26398.8
1580352270,50.1325,22.0385,24936.2
1580352320,50.1304,22.0729,23639.3
1580352370,50.127,22.1064,22462.4
1580352420,50.1232,22.1402,21385.1
1580352470,50.1189,22.1744,20392
1580352520,50.1144,22.2085,19470.8
1580352570,50.1107,22.2401,18611.8
1580352620,50.1077,22.269,17807
1580352670,50.1052,22.2956,17050.2
1580352720,50.1031,22.3201,16335.8
1580352770,50.1014,22.3428,15659.4
1580352820,50.1001,22.3641,15017.1
1580352870,50.0991,22.3849,14405.7
1580352920,50.0984,22.4055,13822.3
1580352970,50.0976,22.4273,13264.4
1580353020,50.0967,22.4505,12730
1580353070,50.0964,22.4758,12217.1
1580353120,50.0968,22.5024,11724
1580353170,50.0985,22.5291,11249.4
1580353220,50.1013,22.5552,10791.4
1580353270,50.1046,22.5801,10346.6
1580353320,50.1082,22.6039,9913.86
1580353370,50.1118,22.6268,9492.39
1580353420,50.1156,22.6491,9081.49
1580353470,50.1199,22.6706,8680.52
1580353520,50.1247,22.6899,8288.9
1580353570,50.1301,22.7065,7906.13
1580353620,50.1358,22.722,7531.72
1580353670,50.1417,22.7373,7165.23
1580353720,50.1478,22.7529,6806.26
1580353770,50.154,22.7686,6454.45
1580353820,50.16,22.7845,6109.44
1580353870,50.1658,22.8006,5770.93
1580353920,50.1713,22.8167,5438.62
1580353970,50.1763,22.8329,5112.23
1580354020,50.1808,22.8487,4791.52
1580354070,50.1851,22.8639,4476.24
1580354120,50.1891,22.8784,4166.17
1580354170,50.1928,22.8923,3861.11
1580354220,50.1961,22.9058,3560.86
1580354270,50.1992,22.9195,3265.24
1580354320,50.2024,22.9333,2974.06
1580354370,50.2056,22.9473,2687.19
1580354420,50.2087,22.9613,2404.45
1580354470,50.212,22.9759,2125.7
1580354520,50.2158,22.9914,1850.82
1580354570,50.2203,23.0072,1579.66
1580354620,50.2257,23.0216,1312.11
1580354670,50.2315,23.0342,1048.05
1580354720,50.237,23.0452,787.368
1580354770,50.2417,23.0544,529.962
1580354820,50.2452,23.0608,275.731
1580354870,50.2472,23.0641,24.5809
1580354875,50.2473,23.0644,-0.368208
